DeviceName	Port	VLanID	AllocatedIP	ConnectedDevice
LDBRR192	T0	NULL	10.45.20.192	NULL
LDBRR193	LB	NULL	10.44.193.250	NULL
LDBRR193	Fa0/1/1	550	10.44.193.82	PP01193
LDBRR193	Fa0/1/2	550	10.44.193.83	PP02193
LDBRR193	Fa0/1/3	550	10.44.193.84	PP03193
LDBRR193	Fa0/1/5	550	10.44.193.85	PP04193
LDBRR193	Fa0/1/4	550	10.44.193.90	PP11193
LDBRR193	T1	NULL	10.45.186.193	NULL
LDBRR193	T0	NULL	10.45.20.193	NULL
LDW11228	eth0	20	10.44.228.34	 LDBRS228
LDBRR194	LB	NULL	10.44.194.250	NULL
LDBRR194	Fa0/1/1   	550	10.44.194.82	PP01194
LDBRR194	Fa0/1/2	550	10.44.194.83	PP02194
LDBRR194	Fa0/1/3	550	10.44.194.84	PP03194
LDBRR194	Fa0/1/4	550	10.44.194.90	PP11194
LDBRR194	T1	NULL	10.45.186.194	NULL
LDBRR194	T0	NULL	10.45.20.194	NULL
LDW12228	eth0	20	10.44.228.35	 LDBRS228
LDBRR195	LB	NULL	10.44.195.250	NULL
LDBRR195	Fa0/1/1   	550	10.44.195.82	PP01195
LDBRR195	Fa0/1/2	550	10.44.195.83	PP02195
